horizon,term,term_type,coefficient_standardized_mean,coefficient_standardized_std,coefficient_standardized_min,coefficient_standardized_max,coefficient_raw_mean,coefficient_raw_std
2,temperature_dec,weather,-1756591.0743065074,856000.1396306783,-4411469.96042265,-924425.6266996933,-1970116.3307689843,1062934.222292972
2,temperature_feb,weather,-1331387.3829579267,1134433.8437319412,-3557920.6304310462,1059965.8689247202,-1391528.6614464321,1231017.4378299494
2,temperature_jan,weather,1485253.6923704522,594029.8037523153,599850.555005669,2674482.119378119,1336218.8690442382,532093.4673884121
2,temperature_mar,weather,2087839.2746486093,954889.0047641152,36492.63717835606,3627915.933230305,1810519.3738404012,804061.3169428096
2,temperature_nov,weather,2313819.0274380613,1099869.3475812385,-260605.3748190666,4526635.22948662,2318514.4841112248,1109465.8995078506
2,temperature_oct,weather,3838331.8529260536,617040.1414579126,3059766.397910152,5444175.964538338,2799474.9073320436,433249.67623706564
2,temperature_sep,weather,-6212583.1895499,1126023.309468406,-8388807.505927598,-3680334.3112829714,-3876613.415879658,669611.5160811954
3,block_fe_2,block_fixed_effect,30444631.812499993,1318640.6145853754,26979450.133333378,32379291.53333339,30444631.812499993,1318640.6145853754
3,block_fe_3,block_fixed_effect,-53798467.75000001,2072679.4055361,-59074454.59999998,-50939252.59999994,-53798467.75000001,2072679.4055361
3,block_fe_4,block_fixed_effect,-117302049.75,1153523.5710483047,-120325335.66666658,-115849656.20000008,-117302049.75,1153523.5710483047
3,intercept,intercept,121475460.25000001,1114956.8390870849,120109084.66666666,124658211.26666667,28875326.534097016,45889276.73926945
3,growing_season_total_rainfall,weather,2120974.0407442385,790801.4163793102,839598.716099442,3208372.371829537,10736.088844694332,4091.694890444835
3,temperature_apr,weather,1905482.4002423019,1532103.9902605764,-839056.7745780319,5968453.899037327,1835968.9120738264,1574520.8758098108
3,temperature_dec,weather,-2634886.611459736,1284000.2094460728,-6617204.940633958,-1386638.4400496273,-2955174.4961534436,1594401.333439481
3,temperature_feb,weather,-1997081.074436875,1701650.7655979297,-5336880.945646579,1589948.8033871618,-2087292.9921696323,1846526.1567449467
3,temperature_jan,weather,2227880.538555689,891044.7056285143,899775.8325084923,4011723.1790671335,2004328.3035663662,798140.2010826571
3,temperature_mar,weather,3131758.9119729484,1432333.5071461585,54738.95576753095,5441873.899845341,2715779.0607606336,1206091.975414202
3,temperature_nov,weather,3470728.5411570817,1649804.02137192,-390908.0622285935,6789952.844230015,3477771.726166827,1664198.8492618366
3,temperature_oct,weather,5757497.779389076,925560.212186872,4589649.596865119,8166263.946807478,4199212.360998062,649874.5143556027
3,temperature_sep,weather,-9318874.784324845,1689034.9642026045,-12583211.258891402,-5520501.466924476,-5814920.123819484,1004417.2741217903
4,block_fe_2,block_fixed_effect,-17888326.68750001,1972031.8296875032,-22945262.533333376,-15171613.466666758,-17888326.68750001,1972031.8296875032
4,block_fe_3,block_fixed_effect,-164645291.125,1479333.4610442966,-168156829.9333333,-162541522.80000007,-164645291.125,1479333.4610442966
4,intercept,intercept,175926524.375,1155896.5255800043,174419989.33333337,179104865.80000007,52459679.42046407,61243499.84322193
4,growing_season_total_rainfall,weather,2827965.387658943,1054401.888505785,1119464.9547992493,4277829.829106051,14314.785126258892,5455.593187259942
4,temperature_apr,weather,2540643.2003230895,2042805.320347494,-1118742.3661042345,7957938.5320499595,2447958.5494317883,2099361.1677464815
4,temperature_dec,weather,-3513182.148612999,1712000.2792613662,-8822939.920845265,-1848851.2533993707,-3940232.661537951,2125868.4445859534
4,temperature_feb,weather,-2662774.7659158423,2268867.687463862,-7115841.260862063,2119931.737849426,-2783057.3228928517,2462034.875659874
4,temperature_jan,weather,2970507.384740921,1188059.6075047026,1199701.1100113273,5348964.238756239,2672437.738088492,1064186.9347768931
4,temperature_mar,weather,4175678.549297238,1909778.0095282474,72985.27435672516,7255831.866460558,3621038.7476808154,1608122.6338856292
4,temperature_nov,weather,4627638.054876098,2199738.6951625138,-521210.7496381351,9053270.45897318,4637028.968222425,2218931.799015736
4,temperature_oct,weather,7676663.705852109,1234080.2829158006,6119532.795820334,10888351.929076614,5598949.814664089,866499.3524741153
4,temperature_sep,weather,-12425166.379099794,2252046.618936799,-16777615.011855166,-7360668.622565964,-7753226.831759313,1339223.032162384
5,block_fe_2,block_fixed_effect,-115409696.68750001,1994000.3721892731,-120416341.93333337,-112505834.66666669,-115409696.68750001,1994000.3721892731
5,intercept,intercept,228477432.12500003,1074495.6103671158,226955863.80000004,231380654.06666675,44781463.80670458,74783603.5906927
5,growing_season_total_rainfall,weather,4131964.700756302,1377681.5402203193,1723320.6451155576,5888438.072819984,20917.588167038295,7191.549600154674
5,temperature_apr,weather,2820261.8378732614,2698911.710431943,-1529400.382630601,10162353.096267816,2722512.3128066002,2768366.9293874954
5,temperature_dec,weather,-4330504.396370493,2270582.631461306,-11514006.311711643,-2165081.1708691968,-4853395.167879156,2750386.186755953
5,temperature_feb,weather,-3541199.1658211397,3032871.948271349,-9534260.661800504,2200985.921268279,-3711671.8269625017,3281699.265841147
5,temperature_jan,weather,3418333.9640559847,1505761.2362621354,1116155.7860678667,6633812.879925758,3076041.896043438,1348752.8003040014
5,temperature_mar,weather,6718145.961751378,2598609.512324759,1606009.370619595,10997229.909185426,5841357.8373213755,2144436.8003154905
5,temperature_nov,weather,6990534.458808683,2897066.680795027,459593.77349706925,12968892.642653015,7030575.656774031,2842158.5875013126
5,temperature_oct,weather,10252965.379667113,1672888.376817408,8301039.680250643,14457394.826569438,7477507.523697047,1172131.1618842033
5,temperature_sep,weather,-17503616.245517183,2949609.830355572,-23390184.94005702,-11283315.595616605,-10926446.510733917,1760820.3302858681
