season,horizon,harvest_block_order,block_start_date,block_end_date,base_period_count,block_crush_tonnes,rainfall_sep,rainfall_oct,rainfall_nov,rainfall_dec,rainfall_jan,rainfall_feb,rainfall_mar,rainfall_apr,growing_season_average_temperature,temperature_sep,temperature_oct,temperature_nov,temperature_dec,temperature_jan,temperature_feb,temperature_mar,temperature_apr,growing_season_total_rainfall
11-12,1,8,2011-11-16,2011-12-01,1,14814387,88.2508878504673,100.3902336448598,97.53640186915888,188.0443146417445,291.54341121495327,203.55827102803735,205.26179127725857,84.7180062305296,23.421491433021806,22.95404984423676,22.29518691588785,24.036028037383176,24.70590342679128,24.51663551401869,24.370420560747664,22.49384735202492,21.99985981308411,1259.3033177570094
11-12,1,9,2011-12-16,2012-01-01,1,702437,88.2508878504673,100.3902336448598,97.53640186915888,188.0443146417445,291.54341121495327,203.55827102803735,205.26179127725857,84.7180062305296,23.421491433021806,22.95404984423676,22.29518691588785,24.036028037383176,24.70590342679128,24.51663551401869,24.370420560747664,22.49384735202492,21.99985981308411,1259.3033177570094
11-12,1,10,2012-01-16,2012-02-01,1,0,88.2508878504673,100.3902336448598,97.53640186915888,188.0443146417445,291.54341121495327,203.55827102803735,205.26179127725857,84.7180062305296,23.421491433021806,22.95404984423676,22.29518691588785,24.036028037383176,24.70590342679128,24.51663551401869,24.370420560747664,22.49384735202492,21.99985981308411,1259.3033177570094
11-12,1,11,2012-02-16,2012-03-01,1,23943,88.2508878504673,100.3902336448598,97.53640186915888,188.0443146417445,291.54341121495327,203.55827102803735,205.26179127725857,84.7180062305296,23.421491433021806,22.95404984423676,22.29518691588785,24.036028037383176,24.70590342679128,24.51663551401869,24.370420560747664,22.49384735202492,21.99985981308411,1259.3033177570094
11-12,1,12,2012-03-16,2012-04-01,1,127710,88.2508878504673,100.3902336448598,97.53640186915888,188.0443146417445,291.54341121495327,203.55827102803735,205.26179127725857,84.7180062305296,23.421491433021806,22.95404984423676,22.29518691588785,24.036028037383176,24.70590342679128,24.51663551401869,24.370420560747664,22.49384735202492,21.99985981308411,1259.3033177570094
12-13,1,1,2012-04-16,2012-05-01,1,6649075,9.685031152647976,150.28680685358256,121.74727414330218,147.5722274143302,236.66626168224295,85.28309968847353,65.80068535825545,98.53672897196262,23.60590537383177,22.131588785046727,23.354563862928348,22.924314641744548,24.690872274143302,23.06638629283489,24.78595015576324,24.444657320872277,23.448909657320872,915.5781152647976
12-13,1,2,2012-05-16,2012-06-01,1,34196975,9.685031152647976,150.28680685358256,121.74727414330218,147.5722274143302,236.66626168224295,85.28309968847353,65.80068535825545,98.53672897196262,23.60590537383177,22.131588785046727,23.354563862928348,22.924314641744548,24.690872274143302,23.06638629283489,24.78595015576324,24.444657320872277,23.448909657320872,915.5781152647976
12-13,1,3,2012-06-16,2012-07-01,1,32888145,9.685031152647976,150.28680685358256,121.74727414330218,147.5722274143302,236.66626168224295,85.28309968847353,65.80068535825545,98.53672897196262,23.60590537383177,22.131588785046727,23.354563862928348,22.924314641744548,24.690872274143302,23.06638629283489,24.78595015576324,24.444657320872277,23.448909657320872,915.5781152647976
12-13,1,4,2012-07-16,2012-08-01,1,54517208,9.685031152647976,150.28680685358256,121.74727414330218,147.5722274143302,236.66626168224295,85.28309968847353,65.80068535825545,98.53672897196262,23.60590537383177,22.131588785046727,23.354563862928348,22.924314641744548,24.690872274143302,23.06638629283489,24.78595015576324,24.444657320872277,23.448909657320872,915.5781152647976
12-13,1,5,2012-08-16,2012-09-01,1,56677700,9.685031152647976,150.28680685358256,121.74727414330218,147.5722274143302,236.66626168224295,85.28309968847353,65.80068535825545,98.53672897196262,23.60590537383177,22.131588785046727,23.354563862928348,22.924314641744548,24.690872274143302,23.06638629283489,24.78595015576324,24.444657320872277,23.448909657320872,915.5781152647976
12-13,1,6,2012-09-16,2012-10-01,1,44961644,9.685031152647976,150.28680685358256,121.74727414330218,147.5722274143302,236.66626168224295,85.28309968847353,65.80068535825545,98.53672897196262,23.60590537383177,22.131588785046727,23.354563862928348,22.924314641744548,24.690872274143302,23.06638629283489,24.78595015576324,24.444657320872277,23.448909657320872,915.5781152647976
12-13,1,7,2012-10-16,2012-11-01,1,47015427,9.685031152647976,150.28680685358256,121.74727414330218,147.5722274143302,236.66626168224295,85.28309968847353,65.80068535825545,98.53672897196262,23.60590537383177,22.131588785046727,23.354563862928348,22.924314641744548,24.690872274143302,23.06638629283489,24.78595015576324,24.444657320872277,23.448909657320872,915.5781152647976
12-13,1,8,2012-11-16,2012-12-01,1,37562343,9.685031152647976,150.28680685358256,121.74727414330218,147.5722274143302,236.66626168224295,85.28309968847353,65.80068535825545,98.53672897196262,23.60590537383177,22.131588785046727,23.354563862928348,22.924314641744548,24.690872274143302,23.06638629283489,24.78595015576324,24.444657320872277,23.448909657320872,915.5781152647976
12-13,1,9,2012-12-16,2013-01-01,1,14497760,9.685031152647976,150.28680685358256,121.74727414330218,147.5722274143302,236.66626168224295,85.28309968847353,65.80068535825545,98.53672897196262,23.60590537383177,22.131588785046727,23.354563862928348,22.924314641744548,24.690872274143302,23.06638629283489,24.78595015576324,24.444657320872277,23.448909657320872,915.5781152647976
12-13,1,10,2013-01-16,2013-02-01,1,581911,9.685031152647976,150.28680685358256,121.74727414330218,147.5722274143302,236.66626168224295,85.28309968847353,65.80068535825545,98.53672897196262,23.60590537383177,22.131588785046727,23.354563862928348,22.924314641744548,24.690872274143302,23.06638629283489,24.78595015576324,24.444657320872277,23.448909657320872,915.5781152647976
12-13,1,11,2013-02-16,2013-03-01,1,122497,9.685031152647976,150.28680685358256,121.74727414330218,147.5722274143302,236.66626168224295,85.28309968847353,65.80068535825545,98.53672897196262,23.60590537383177,22.131588785046727,23.354563862928348,22.924314641744548,24.690872274143302,23.06638629283489,24.78595015576324,24.444657320872277,23.448909657320872,915.5781152647976
12-13,1,12,2013-03-16,2013-04-01,1,1077026,9.685031152647976,150.28680685358256,121.74727414330218,147.5722274143302,236.66626168224295,85.28309968847353,65.80068535825545,98.53672897196262,23.60590537383177,22.131588785046727,23.354563862928348,22.924314641744548,24.690872274143302,23.06638629283489,24.78595015576324,24.444657320872277,23.448909657320872,915.5781152647976
13-14,1,1,2013-04-16,2013-05-01,1,25653101,63.84629283489097,62.21079439252337,116.61180685358256,220.49554517133956,202.20872274143304,161.62644859813082,149.01619937694704,91.27406542056076,23.89100661993769,23.12535825545171,25.82339563862928,24.669221183800623,25.663862928348912,23.638940809968847,24.057242990654206,23.33690031152648,20.81313084112149,1067.289875389408
13-14,1,2,2013-05-16,2013-06-01,1,47856881,63.84629283489097,62.21079439252337,116.61180685358256,220.49554517133956,202.20872274143304,161.62644859813082,149.01619937694704,91.27406542056076,23.89100661993769,23.12535825545171,25.82339563862928,24.669221183800623,25.663862928348912,23.638940809968847,24.057242990654206,23.33690031152648,20.81313084112149,1067.289875389408
13-14,1,3,2013-06-16,2013-07-01,1,39392988,63.84629283489097,62.21079439252337,116.61180685358256,220.49554517133956,202.20872274143304,161.62644859813082,149.01619937694704,91.27406542056076,23.89100661993769,23.12535825545171,25.82339563862928,24.669221183800623,25.663862928348912,23.638940809968847,24.057242990654206,23.33690031152648,20.81313084112149,1067.289875389408
13-14,1,4,2013-07-16,2013-08-01,1,52875131,63.84629283489097,62.21079439252337,116.61180685358256,220.49554517133956,202.20872274143304,161.62644859813082,149.01619937694704,91.27406542056076,23.89100661993769,23.12535825545171,25.82339563862928,24.669221183800623,25.663862928348912,23.638940809968847,24.057242990654206,23.33690031152648,20.81313084112149,1067.289875389408
13-14,1,5,2013-08-16,2013-09-01,1,57867510,63.84629283489097,62.21079439252337,116.61180685358256,220.49554517133956,202.20872274143304,161.62644859813082,149.01619937694704,91.27406542056076,23.89100661993769,23.12535825545171,25.82339563862928,24.669221183800623,25.663862928348912,23.638940809968847,24.057242990654206,23.33690031152648,20.81313084112149,1067.289875389408
13-14,1,6,2013-09-16,2013-10-01,1,46718620,63.84629283489097,62.21079439252337,116.61180685358256,220.49554517133956,202.20872274143304,161.62644859813082,149.01619937694704,91.27406542056076,23.89100661993769,23.12535825545171,25.82339563862928,24.669221183800623,25.663862928348912,23.638940809968847,24.057242990654206,23.33690031152648,20.81313084112149,1067.289875389408
13-14,1,7,2013-10-16,2013-11-01,1,43116896,63.84629283489097,62.21079439252337,116.61180685358256,220.49554517133956,202.20872274143304,161.62644859813082,149.01619937694704,91.27406542056076,23.89100661993769,23.12535825545171,25.82339563862928,24.669221183800623,25.663862928348912,23.638940809968847,24.057242990654206,23.33690031152648,20.81313084112149,1067.289875389408
13-14,1,8,2013-11-16,2013-12-01,1,36445289,63.84629283489097,62.21079439252337,116.61180685358256,220.49554517133956,202.20872274143304,161.62644859813082,149.01619937694704,91.27406542056076,23.89100661993769,23.12535825545171,25.82339563862928,24.669221183800623,25.663862928348912,23.638940809968847,24.057242990654206,23.33690031152648,20.81313084112149,1067.289875389408
13-14,1,9,2013-12-16,2014-01-01,1,15481905,63.84629283489097,62.21079439252337,116.61180685358256,220.49554517133956,202.20872274143304,161.62644859813082,149.01619937694704,91.27406542056076,23.89100661993769,23.12535825545171,25.82339563862928,24.669221183800623,25.663862928348912,23.638940809968847,24.057242990654206,23.33690031152648,20.81313084112149,1067.289875389408
13-14,1,10,2014-01-16,2014-02-01,1,525135,63.84629283489097,62.21079439252337,116.61180685358256,220.49554517133956,202.20872274143304,161.62644859813082,149.01619937694704,91.27406542056076,23.89100661993769,23.12535825545171,25.82339563862928,24.669221183800623,25.663862928348912,23.638940809968847,24.057242990654206,23.33690031152648,20.81313084112149,1067.289875389408
13-14,1,11,2014-02-16,2014-03-01,1,19324,63.84629283489097,62.21079439252337,116.61180685358256,220.49554517133956,202.20872274143304,161.62644859813082,149.01619937694704,91.27406542056076,23.89100661993769,23.12535825545171,25.82339563862928,24.669221183800623,25.663862928348912,23.638940809968847,24.057242990654206,23.33690031152648,20.81313084112149,1067.289875389408
13-14,1,12,2014-03-16,2014-04-01,1,2942462,63.84629283489097,62.21079439252337,116.61180685358256,220.49554517133956,202.20872274143304,161.62644859813082,149.01619937694704,91.27406542056076,23.89100661993769,23.12535825545171,25.82339563862928,24.669221183800623,25.663862928348912,23.638940809968847,24.057242990654206,23.33690031152648,20.81313084112149,1067.289875389408
14-15,1,1,2014-04-16,2014-05-01,1,23489459,73.05568535825545,103.92529595015576,115.24390965732088,116.66358255451712,104.63845794392525,100.86546728971962,116.02985981308412,65.30609034267913,24.289188084112148,22.10272585669782,22.63880062305296,24.249470404984425,25.37573208722741,26.015171339563864,26.537741433021807,24.37922118380062,23.014641744548285,795.7283489096573
14-15,1,2,2014-05-16,2014-06-01,1,48509641,73.05568535825545,103.92529595015576,115.24390965732088,116.66358255451712,104.63845794392525,100.86546728971962,116.02985981308412,65.30609034267913,24.289188084112148,22.10272585669782,22.63880062305296,24.249470404984425,25.37573208722741,26.015171339563864,26.537741433021807,24.37922118380062,23.014641744548285,795.7283489096573
14-15,1,3,2014-06-16,2014-07-01,1,53885252,73.05568535825545,103.92529595015576,115.24390965732088,116.66358255451712,104.63845794392525,100.86546728971962,116.02985981308412,65.30609034267913,24.289188084112148,22.10272585669782,22.63880062305296,24.249470404984425,25.37573208722741,26.015171339563864,26.537741433021807,24.37922118380062,23.014641744548285,795.7283489096573
14-15,1,4,2014-07-16,2014-08-01,1,48033598,73.05568535825545,103.92529595015576,115.24390965732088,116.66358255451712,104.63845794392525,100.86546728971962,116.02985981308412,65.30609034267913,24.289188084112148,22.10272585669782,22.63880062305296,24.249470404984425,25.37573208722741,26.015171339563864,26.537741433021807,24.37922118380062,23.014641744548285,795.7283489096573
14-15,1,5,2014-08-16,2014-09-01,1,54735765,73.05568535825545,103.92529595015576,115.24390965732088,116.66358255451712,104.63845794392525,100.86546728971962,116.02985981308412,65.30609034267913,24.289188084112148,22.10272585669782,22.63880062305296,24.249470404984425,25.37573208722741,26.015171339563864,26.537741433021807,24.37922118380062,23.014641744548285,795.7283489096573
14-15,1,6,2014-09-16,2014-10-01,1,39289013,73.05568535825545,103.92529595015576,115.24390965732088,116.66358255451712,104.63845794392525,100.86546728971962,116.02985981308412,65.30609034267913,24.289188084112148,22.10272585669782,22.63880062305296,24.249470404984425,25.37573208722741,26.015171339563864,26.537741433021807,24.37922118380062,23.014641744548285,795.7283489096573
14-15,1,7,2014-10-16,2014-11-01,1,42557556,73.05568535825545,103.92529595015576,115.24390965732088,116.66358255451712,104.63845794392525,100.86546728971962,116.02985981308412,65.30609034267913,24.289188084112148,22.10272585669782,22.63880062305296,24.249470404984425,25.37573208722741,26.015171339563864,26.537741433021807,24.37922118380062,23.014641744548285,795.7283489096573
14-15,1,8,2014-11-16,2014-12-01,1,19129990,73.05568535825545,103.92529595015576,115.24390965732088,116.66358255451712,104.63845794392525,100.86546728971962,116.02985981308412,65.30609034267913,24.289188084112148,22.10272585669782,22.63880062305296,24.249470404984425,25.37573208722741,26.015171339563864,26.537741433021807,24.37922118380062,23.014641744548285,795.7283489096573
14-15,1,9,2014-12-16,2015-01-01,1,5106403,73.05568535825545,103.92529595015576,115.24390965732088,116.66358255451712,104.63845794392525,100.86546728971962,116.02985981308412,65.30609034267913,24.289188084112148,22.10272585669782,22.63880062305296,24.249470404984425,25.37573208722741,26.015171339563864,26.537741433021807,24.37922118380062,23.014641744548285,795.7283489096573
14-15,1,10,2015-01-16,2015-02-01,1,573473,73.05568535825545,103.92529595015576,115.24390965732088,116.66358255451712,104.63845794392525,100.86546728971962,116.02985981308412,65.30609034267913,24.289188084112148,22.10272585669782,22.63880062305296,24.249470404984425,25.37573208722741,26.015171339563864,26.537741433021807,24.37922118380062,23.014641744548285,795.7283489096573
14-15,1,11,2015-02-16,2015-03-01,1,167766,73.05568535825545,103.92529595015576,115.24390965732088,116.66358255451712,104.63845794392525,100.86546728971962,116.02985981308412,65.30609034267913,24.289188084112148,22.10272585669782,22.63880062305296,24.249470404984425,25.37573208722741,26.015171339563864,26.537741433021807,24.37922118380062,23.014641744548285,795.7283489096573
14-15,1,12,2015-03-16,2015-04-01,1,1509111,73.05568535825545,103.92529595015576,115.24390965732088,116.66358255451712,104.63845794392525,100.86546728971962,116.02985981308412,65.30609034267913,24.289188084112148,22.10272585669782,22.63880062305296,24.249470404984425,25.37573208722741,26.015171339563864,26.537741433021807,24.37922118380062,23.014641744548285,795.7283489096573
15-16,1,1,2015-04-16,2015-05-01,1,22419779,81.55900311526479,38.52309968847352,163.92384735202492,166.69225856697818,130.31140186915889,172.34995327102803,158.99257009345794,50.6829906542056,24.23226051401869,24.0532554517134,25.206713395638623,24.16792834890965,24.44714953271028,26.0235046728972,24.29183800623053,23.190794392523365,22.47690031152648,963.035124610592
15-16,1,2,2015-05-16,2015-06-01,1,40913611,81.55900311526479,38.52309968847352,163.92384735202492,166.69225856697818,130.31140186915889,172.34995327102803,158.99257009345794,50.6829906542056,24.23226051401869,24.0532554517134,25.206713395638623,24.16792834890965,24.44714953271028,26.0235046728972,24.29183800623053,23.190794392523365,22.47690031152648,963.035124610592
15-16,1,3,2015-06-16,2015-07-01,1,51559852,81.55900311526479,38.52309968847352,163.92384735202492,166.69225856697818,130.31140186915889,172.34995327102803,158.99257009345794,50.6829906542056,24.23226051401869,24.0532554517134,25.206713395638623,24.16792834890965,24.44714953271028,26.0235046728972,24.29183800623053,23.190794392523365,22.47690031152648,963.035124610592
15-16,1,4,2015-07-16,2015-08-01,1,46975159,81.55900311526479,38.52309968847352,163.92384735202492,166.69225856697818,130.31140186915889,172.34995327102803,158.99257009345794,50.6829906542056,24.23226051401869,24.0532554517134,25.206713395638623,24.16792834890965,24.44714953271028,26.0235046728972,24.29183800623053,23.190794392523365,22.47690031152648,963.035124610592
15-16,1,5,2015-08-16,2015-09-01,1,56700999,81.55900311526479,38.52309968847352,163.92384735202492,166.69225856697818,130.31140186915889,172.34995327102803,158.99257009345794,50.6829906542056,24.23226051401869,24.0532554517134,25.206713395638623,24.16792834890965,24.44714953271028,26.0235046728972,24.29183800623053,23.190794392523365,22.47690031152648,963.035124610592
15-16,1,6,2015-09-16,2015-10-01,1,40025712,81.55900311526479,38.52309968847352,163.92384735202492,166.69225856697818,130.31140186915889,172.34995327102803,158.99257009345794,50.6829906542056,24.23226051401869,24.0532554517134,25.206713395638623,24.16792834890965,24.44714953271028,26.0235046728972,24.29183800623053,23.190794392523365,22.47690031152648,963.035124610592
15-16,1,7,2015-10-16,2015-11-01,1,46093055,81.55900311526479,38.52309968847352,163.92384735202492,166.69225856697818,130.31140186915889,172.34995327102803,158.99257009345794,50.6829906542056,24.23226051401869,24.0532554517134,25.206713395638623,24.16792834890965,24.44714953271028,26.0235046728972,24.29183800623053,23.190794392523365,22.47690031152648,963.035124610592
15-16,1,8,2015-11-16,2015-12-01,1,26382747,81.55900311526479,38.52309968847352,163.92384735202492,166.69225856697818,130.31140186915889,172.34995327102803,158.99257009345794,50.6829906542056,24.23226051401869,24.0532554517134,25.206713395638623,24.16792834890965,24.44714953271028,26.0235046728972,24.29183800623053,23.190794392523365,22.47690031152648,963.035124610592
15-16,1,9,2015-12-16,2016-01-01,1,19726736,81.55900311526479,38.52309968847352,163.92384735202492,166.69225856697818,130.31140186915889,172.34995327102803,158.99257009345794,50.6829906542056,24.23226051401869,24.0532554517134,25.206713395638623,24.16792834890965,24.44714953271028,26.0235046728972,24.29183800623053,23.190794392523365,22.47690031152648,963.035124610592
15-16,1,10,2016-01-16,2016-02-01,1,3549332,81.55900311526479,38.52309968847352,163.92384735202492,166.69225856697818,130.31140186915889,172.34995327102803,158.99257009345794,50.6829906542056,24.23226051401869,24.0532554517134,25.206713395638623,24.16792834890965,24.44714953271028,26.0235046728972,24.29183800623053,23.190794392523365,22.47690031152648,963.035124610592
15-16,1,11,2016-02-16,2016-03-01,1,2125136,81.55900311526479,38.52309968847352,163.92384735202492,166.69225856697818,130.31140186915889,172.34995327102803,158.99257009345794,50.6829906542056,24.23226051401869,24.0532554517134,25.206713395638623,24.16792834890965,24.44714953271028,26.0235046728972,24.29183800623053,23.190794392523365,22.47690031152648,963.035124610592
15-16,1,12,2016-03-16,2016-04-01,1,11850513,81.55900311526479,38.52309968847352,163.92384735202492,166.69225856697818,130.31140186915889,172.34995327102803,158.99257009345794,50.6829906542056,24.23226051401869,24.0532554517134,25.206713395638623,24.16792834890965,24.44714953271028,26.0235046728972,24.29183800623053,23.190794392523365,22.47690031152648,963.035124610592
16-17,1,1,2016-04-16,2016-05-01,1,43810763,134.85163551401868,99.5732398753894,243.5348286604361,215.65772585669785,262.6215420560748,198.77255451713395,148.83420560747663,31.00931464174455,24.29186331775701,23.915327102803737,25.74590342679128,24.511495327102804,24.493006230529595,24.04744548286604,24.805841121495327,23.70070093457944,23.11518691588785,1334.855046728972
16-17,1,2,2016-05-16,2016-06-01,1,43889437,134.85163551401868,99.5732398753894,243.5348286604361,215.65772585669785,262.6215420560748,198.77255451713395,148.83420560747663,31.00931464174455,24.29186331775701,23.915327102803737,25.74590342679128,24.511495327102804,24.493006230529595,24.04744548286604,24.805841121495327,23.70070093457944,23.11518691588785,1334.855046728972
16-17,1,3,2016-06-16,2016-07-01,1,41351162,134.85163551401868,99.5732398753894,243.5348286604361,215.65772585669785,262.6215420560748,198.77255451713395,148.83420560747663,31.00931464174455,24.29186331775701,23.915327102803737,25.74590342679128,24.511495327102804,24.493006230529595,24.04744548286604,24.805841121495327,23.70070093457944,23.11518691588785,1334.855046728972
16-17,1,4,2016-07-16,2016-08-01,1,58180942,134.85163551401868,99.5732398753894,243.5348286604361,215.65772585669785,262.6215420560748,198.77255451713395,148.83420560747663,31.00931464174455,24.29186331775701,23.915327102803737,25.74590342679128,24.511495327102804,24.493006230529595,24.04744548286604,24.805841121495327,23.70070093457944,23.11518691588785,1334.855046728972
16-17,1,5,2016-08-16,2016-09-01,1,50535926,134.85163551401868,99.5732398753894,243.5348286604361,215.65772585669785,262.6215420560748,198.77255451713395,148.83420560747663,31.00931464174455,24.29186331775701,23.915327102803737,25.74590342679128,24.511495327102804,24.493006230529595,24.04744548286604,24.805841121495327,23.70070093457944,23.11518691588785,1334.855046728972
16-17,1,6,2016-09-16,2016-10-01,1,48160320,134.85163551401868,99.5732398753894,243.5348286604361,215.65772585669785,262.6215420560748,198.77255451713395,148.83420560747663,31.00931464174455,24.29186331775701,23.915327102803737,25.74590342679128,24.511495327102804,24.493006230529595,24.04744548286604,24.805841121495327,23.70070093457944,23.11518691588785,1334.855046728972
16-17,1,7,2016-10-16,2016-11-01,1,39456393,134.85163551401868,99.5732398753894,243.5348286604361,215.65772585669785,262.6215420560748,198.77255451713395,148.83420560747663,31.00931464174455,24.29186331775701,23.915327102803737,25.74590342679128,24.511495327102804,24.493006230529595,24.04744548286604,24.805841121495327,23.70070093457944,23.11518691588785,1334.855046728972
